Text,Categories,Action Needed
গলার তীব্র ব্যথায় আমার দুই কান আর ঘাড়ের রগ দপদপ করছে। কোনো ওষুধ খেয়েও এই ভেতরের টনসিলের যন্ত্রণা কমছে না এবং আমার অফিসে কথা বলাই অসম্ভব হয়ে পড়েছে।,Urgent,Seek medical care within 24–48 hours
"কাশির পর থেকে গলার ভেতরের চামড়া ছিলে গিয়ে অনবরত কাঁচা রক্ত আসছে আর থুতু ফেললে রক্ত দেখা যাচ্ছে, সাথে প্রচণ্ড টনটনানি ব্যথা।",Urgent,Seek medical care within 24–48 hours
"ডাক্তার বাবু, গতকাল রাত থেকে আমার গলার ভেতরে এত তীব্র কামড়ানো ব্যথা ও জ্বালাপোড়া শুরু হয়েছে যে আমি এক চুমুক পানিও গিলতে পারিনি। ব্যথার চোটে আমার গলার বাইরের অংশ আর চোয়াল ফুলে গেছে, সামান্য একটু কথা বললেই মনে হচ্ছে ভেতরে সুই ফুটছে, দয়া করে দ্রুত কোনো ব্যবস্থা নিন।",Urgent,Seek medical care within 24–48 hours
"আমার গলার ভেতরের একটা পুরনো ক্ষত বা ফোঁড়া অবহেলা করার পর থেকে ওই জায়গায় মারাত্মক ইনফেকশন হয়ে গেছে। এখন সেখান থেকে দুর্গন্ধযুক্ত পুঁজ আর রক্ত বেরোচ্ছে এবং ব্যথার তীব্রতায় আমি মুখ হা করতে পারছি না, কোনো দৈনন্দিন কাজই ঠিকমতো করা যাচ্ছে না।",Urgent,Seek medical care within 24–48 hours
রোগীর পেরিটনসিলার অংশে তীব্র ইনফেকশন বা পুঁজ জমার (Abscess) কারণে গলার নরম টিস্যু মারাত্মকভাবে ক্ষতিগ্রস্ত হয়েছে। এই তীব্র ইনফ্লামেশন এবং সেকেন্ডারি ফিভার বা উচ্চ জ্বরের উপস্থিতি রোগীর স্বাভাবিক কার্যক্ষমতাকে ব্যাহত করায় পরবর্তী জটিলতা এড়াতে ২৪ থেকে ৪৮ ঘণ্টার মধ্যে চিকিৎসা প্রয়োজন।,Urgent,Seek medical care within 24–48 hours
গুরুতর নেক ট্রমাজনিত কারণে রোগীর ক্যারোটিড আর্টারি (গলার প্রধান রক্তনালী) কেটে যাওয়া এবং তীব্র রেসপিরেটরি ফেইলিউরের লক্ষণ স্পষ্ট।,Emergency,Immediately go to emergency department or call ambulance
"গলার ভেতরের একটা ইনফেকশন হঠাৎ পুরো ঘাড় আর বুকে ছড়িয়ে বেলুনের মতো ফুলে গেছে। উনি এখন এক ফোঁটা বাতাসও ভেতরে টানতে পারছেন না, ছটফট করছেন।",Emergency,Immediately go to emergency department or call ambulance
"বাচ্চাটার গলায় পয়সা বা ছোট খেলনা আটকে পুরো শ্বাস বন্ধ হয়ে আসার উপক্রম হয়েছে, সে নীল হয়ে ছটফট করছে!",Emergency,Immediately go to emergency department or call ambulance
বাইক থেকে ছিটকে পড়ে গলার সামনের অংশ লোহার অ্যাঙ্গেলের সাথে লেগে মারাত্মকভাবে থেঁতলে গেছে এবং শ্বাসনালীর হাড় ভেঙে ডেবে যাওয়ার মতো অবস্থা হয়েছে। প্রচুর রক্তক্ষরণ ও তীব্র শ্বাসকষ্ট রয়েছে।,Emergency,Immediately go to emergency department or call ambulance
গলায় বিষাক্ত পোকা কামড়ানোর পর মারাত্মক অ্যালার্জিক রিঅ্যাকশন হয়ে পুরো শ্বাসনালী ফুলে লক হয়ে গেছে। রোগী অচেতন হয়ে যাচ্ছে এবং শ্বাস বন্ধ হওয়ার উপক্রম।,Emergency,Immediately go to emergency department or call ambulance
গুরুতর সারভাইকাল ট্রমা এবং অনিয়ন্ত্রিত গলার রক্তক্ষরণের ফলে এয়ারওয়ে সম্পূর্ণ অবরুদ্ধ হওয়ার ঝুঁকি রয়েছে। অবিলম্বে জরুরি ট্রমা কেয়ার ও সার্জিক্যাল ইন্টারভেনশন প্রয়োজন।,Emergency,Immediately go to emergency department or call ambulance
জিহ্বা নিয়মিত পরিষ্কার রাখার জন্য টাং স্ক্র্যাপার ব্যবহার করা কি নিরাপদ?,General Query,"No immediate action required, informational response sufficient"
ঝাল খাবার খেলে জিহ্বায় কেন এমন তীব্র অনুভূতির সৃষ্টি হয়?,General Query,"No immediate action required, informational response sufficient"
জিহ্বার উপরিভাগের স্বাদ কুঁড়ি বা টেস্ট বাডগুলোর স্বাভাবিক আয়ুষ্কাল কতদিন?,General Query,"No immediate action required, informational response sufficient"
"স্যার, আমি জানতে চাচ্ছিলাম রোজ সকালে ব্রাশ করার সময় জিহ্বা আলতো করে ঘষা কি ভালো? আমার জিহ্বায় কোনো রোগ বা সমস্যা নেই।",General Query,"No immediate action required, informational response sufficient"
গরম চা খাওয়ার পর জিহ্বা পুড়ে গেলে ঘরোয়াভাবে দ্রুত আরাম পাওয়ার জন্য কী করা যায়?,General Query,"No immediate action required, informational response sufficient"
"জিহ্বার নিচে যে স্বাভাবিক রগগুলো দেখা যায়, সেগুলোর কাজ আসলে কী?",General Query,"No immediate action required, informational response sufficient"
"ডাক্তার সাহেব, আমার জিহ্বা বা মাড়িতে কোনো ধরণের ব্যথা, ঘা বা অস্বস্তির সমস্যা নেই, আমি সম্পূর্ণ সুস্থ আছি। আমি শুধু জানতে চাচ্ছিলাম যে কোনো রোগ ছাড়াই জিহ্বার স্বাভাবিক গোলাপি রঙ বজায় রাখার জন্য প্রতিদিনের ডায়েটে কী ধরণের পরিবর্তন আনা দরকার?",General Query,"No immediate action required, informational response sufficient"
"বাজারে তো অনেক রকমের ওরাল জেল আর টাং ক্লিনার পাওয়া যায়, এগুলো ব্যবহার করা কি আসলেই জিহ্বার স্বাস্থ্যের জন্য নিরাপদ নাকি এতে কোনো ক্ষতি হয়?",General Query,"No immediate action required, informational response sufficient"
"কোনো লিঙ্গুয়াল প্যাথলজি বা এপিথেলিয়াল ড্যামেজ ছাড়াই, জিহ্বার স্বাভাবিক অ্যানাটমি এবং এর পেশীগুলোর কার্যকারিতা সম্পর্কিত সাধারণ তথ্যের অনুসন্ধান করা হয়েছে।",General Query,"No immediate action required, informational response sufficient"
আমার জিহ্বার ওপর ইদানীং পাতলা সাদা রঙের একটা আস্তরণ দেখা যাচ্ছে।,Routine,Schedule a regular medical consultation
"সকালের দিকে জিহ্বাটা কেমন জানি একটু শুষ্ক আর খসখসে লাগে, ব্যথা নাই।",Routine,Schedule a regular medical consultation
ওরাল মিউকোসায় মৃদু শুষ্কতা এবং জিহ্বায় হালকা স্কেলিং বা সাদা আস্তরণের প্রাথমিক লক্ষণ বিদ্যমান।,Routine,Schedule a regular medical consultation
"স্যার, বেশ কিছুদিন ধরে আমার জিহ্বার পেছনের দিকে হালকা একটু খিটখিটে ভাব অনুভব করছি। কোনো তীব্র ব্যথা বা মাড়ি ফোলা নেই, তবে একটু রুক্ষ মনে হয়।",Routine,Schedule a regular medical consultation
কয়েকদিন ধরে লক্ষ্য করছি টক কিছু খেলে জিহ্বার ডগাটা সামান্য একটু শিরশির করে ওঠে।,Routine,Schedule a regular medical consultation
জিহ্বার একপাশে একটা ছোট দাগের মতো হয়েছে যা দেখতে একটু খসখসে লাগে।,Routine,Schedule a regular medical consultation
আমার জিহ্বার আকৃতি ছোটবেলা থেকেই দাঁতের লাইনের সাথে লেগে খাঁজকাটা দেখায়।,Routine,Schedule a regular medical consultation
"ক্লিনিক্যাল পরীক্ষায় জিহ্বার ডরসাল সারফেসে শুষ্কতা এবং দীর্ঘমেয়াদী পরিবর্তন লক্ষ্য করা গেছে, কোনো ইনফেকশন নেই।",Routine,Schedule a regular medical consultation
"মৃগী রোগের খিঁচুনিতে জিহ্বা কেটে ফিনকি দিয়ে রক্ত বেরোচ্ছে, দম আটকে যাচ্ছে!",Emergency,Immediately go to emergency department or call ambulance
"ওনার মুখে ভারি আঘাত লেগে জিহ্বা প্রায় কেটে আলাদা হয়ে গেছে, উনি অজ্ঞান।",Emergency,Immediately go to emergency department or call ambulance
গুরুতর ওরাল ট্রমাজনিত কারণে রোগীর জিহ্বায় ডিপ ল্যাসেরেশন (গভীর ক্ষত) এবং শ্বাসনালী অবরুদ্ধ হওয়ার উচ্চ ঝুঁকি স্পষ্ট।,Emergency,Immediately go to emergency department or call ambulance
"ডাক্তার সাহেব, দুর্ঘটনাবশত তরল এসিড মুখে পড়ে আমার জিহ্বা আর শ্বাসনালী পুরো পুড়ে গেছে। অনবরত মুখ থেকে রক্ত বেরোচ্ছে এবং আমি তীব্র শ্বাসকষ্ট অনুভব করছি।",Emergency,Immediately go to emergency department or call ambulance
"কোনো একটা ওষুধ খাওয়ার পর ওনার জিহ্বা আর ঠোঁট হঠাৎ মারাত্মক ফুলে পুরো মুখ লক হয়ে গেছে। উনি এক ফোঁটা বাতাসও ভেতরে টানতে পারছেন না, ছটফট করছেন।",Emergency,Immediately go to emergency department or call ambulance
একিউট অ্যানাফিল্যাক্সিস (Severe Allergic Reaction) এর ফলে রোগীর জিহ্বা এবং গ্লটিস অতিরিক্ত ফুলে গিয়ে শ্বাসনালী সম্পূর্ণ বন্ধ হওয়ার জীবননাশী উপক্রম হয়েছে।,Emergency,Immediately go to emergency department or call ambulance
বাচ্চাটার খেলার সময় পড়ে গিয়ে দাঁতের নিচে জিহ্বা আটকে মারাত্মকভাবে কেটে গেছে এবং অনবরত গলগল করে রক্ত বেরোচ্ছে!,Emergency,Immediately go to emergency department or call ambulance
"স্যার, বাইক থেকে ছিটকে পড়ে আমার মুখের ভেতরের অংশ মারাত্মকভাবে থেঁতলে গেছে এবং চোয়ালের চাপে জিহ্বার একটা বড় অংশ কেটে মুখ দিয়ে অনবরত ব্লিডিং হচ্ছে। রক্ত শ্বাসনালীতে ঢুকে যাওয়ার কারণে আমি সোজা হয়ে দাঁড়াতে পারছি না আর তীব্র শ্বাসকষ্ট অনুভব করছি।",Emergency,Immediately go to emergency department or call ambulance
"ওনার মুখের ভেতরের একটা গভীর ব্লিডিং অবহেলা করার কারণে হঠাৎ করে রক্ত জমাট বেঁধে পুরো শ্বাসনালী ব্লক হয়ে গেছে। উনি এখন অচেতন হয়ে পড়ছেন, নীল হয়ে যাচ্ছেন এবং সাড়া দিচ্ছেন না।",Emergency,Immediately go to emergency department or call ambulance
"গুরুতর ম্যাক্সিলোফেসিয়াল ইনজুরি এবং অনিয়ন্ত্রিত লিঙ্গুয়াল হেমোরেজের (জিহ্বার রক্তক্ষরণ) ফলে রোগীর এয়ারওয়ে সম্পূর্ণ অবরুদ্ধ হওয়ার তীব্র সংকেত পাওয়া যাচ্ছে। রোগীর জীবন রক্ষার্থে অবিলম্বে জরুরি ট্রমা কেয়ার, ইন্টুবেশন এবং রক্তক্ষরণ নিয়ন্ত্রণমূলক সার্জিক্যাল ইন্টারভেনশন অত্যন্ত আবশ্যক।",Emergency,Immediately go to emergency department or call ambulance
"মুখের কোণায় ঠোসা পইড়া চামড়া উইঠা গেছে, কোনো ব্যথা নাই জাস্ট একটু খসখস করে।",Routine,Schedule a regular medical consultation
"গালের ভেতর দাঁতের ঘষায় কাইটা মারাত্মক ঘা হইছে, ব্যথায় তিন দিন ধরে কিছু খাইতে পারতেছি না।",Urgent,Seek medical care within 24–48 hours
"ওনার মুখে লোহার রড ঢুইকা চোয়াল ভাইঙা ফিনকি দিয়া রক্ত ছুটতাছে, উনি জ্ঞান হারায়া ফেলছেন!",Emergency,Immediately go to emergency department or call ambulance
"ভাই, আমার মুখের ভেতরটা ইদানীং কেমন জানি সারাক্ষণ শুকায়া কাঠ হয়া থাকে। কোনো ঘা বা পেইন নাই, কিন্তু লালা কম বের হওয়ায় কথা বলতে একটু অস্বস্তি লাগে।",Routine,Schedule a regular medical consultation
"ওপরের মাড়ির ভেতরটা ফুইলা লাল হয়া পুঁজ জমছে। ব্যথার চোটে আমার পুরো মাথা আর চোখ দপদপ করতেছে, অফিসের কোনো কাজই ঠিকমতো করতে পারতেছি না।",Urgent,Seek medical care within 24–48 hours
"আমার মুখের ভেতরের নরম চামড়ায় সাদা রঙের একটা আস্তরণ পড়েছে অনেকদিন ধরে। কোনো তীব্র যন্ত্রণা বা ব্লিডিং নেই, তবে শক্ত খাবার খেলে সামান্য একটু খিটখিটে লাগে।",Routine,Schedule a regular medical consultation
"ডাক্তার সাহেব, অনেকদিন ধইরা আমার মুখের ভেতরের চামড়া ছিলে ছিলে যাইতেছে আর একটু ঝাল বা মসলা কড়া খাবার মুখে দিলেই প্রচণ্ড জ্বালাপোড়া শুরু হয়। এই যন্ত্রণার কারণে ইদানীং আমি দুপুরের ভাত পর্যন্ত ঠিকঠাক গিলতে পারতেছি না, দৈনন্দিন জীবন পুরো হেল হয়া গেছে, ভালো একটা ড্রপ বা ওষুধের নাম বলেন।",Urgent,Seek medical care within 24–48 hours
"এক্সিডেন্টের কারণে ওনার মুখের ভেতরের চোয়ালের হাড় একদম গুঁড়া হয়া গেছে আর মুখ দিয়া অনবরত গলগল করে কাঁচা রক্ত বের হইতেছে। অতিরিক্ত রক্ত ক্ষরণের কারণে ওনার শরীর পুরো ঠাণ্ডা হয়া নিস্তেজ হয়া গেছে আর উনি শ্বাস নেওয়ার জন্য ছটফট করতে করতে অচেতন হয়া পড়ছেন, জলদি অ্যাম্বুলেন্স ডাকেন!",Emergency,Immediately go to emergency department or call ambulance
"স্যার, আমি জানতে চাচ্ছিলাম নিয়মিত খাওয়ার পর মুখের ওরাল হাইজিন ভালো রাখার জন্য হালকা গরম পানির সাথে কুসুম লবণ মিশিয়ে কুলকুচা করা কি আসলেই উপকারী? আমার মুখে কোনো রোগ, ইনফেকশন বা ব্যথার সমস্যা নেই, জাস্ট সচেতনতার জন্য তথ্যটা চাচ্ছিলাম।",General Query,"No immediate action required, informational response sufficient"
"ওনার মুখে কী একটা গ্যাস লেগে পুরো মুখমণ্ডল পুইড়া নিশ্বাস বন্ধ হয়া আসতেছে, জলদি বাঁচান!",Emergency,Immediately go to emergency department or call ambulance
"আপা, দুই দিন ধরে আমার ঠোঁটের চারপাশটা কেমন জানি একটু চামড়া উঠে খসখসে হয়া আছে। কোনো তীব্র ব্যথা বা রক্ত পড়া নাই, জাস্ট ভ্যাসলিন লাগাইলে একটু আরাম পাই।",Routine,Schedule a regular medical consultation
মুখের একপাশের মাড়ি ফুইলা বেলুন হয়া আছে আর টিপ দিলে দুর্গন্ধযুক্ত রক্ত আর হলুদ পুঁজ বের হইতেছে। ব্যথার তীব্রতায় আমি রাতে এক ফোঁটাও ঘুমাইতে পারি নাই।,Urgent,Seek medical care within 24–48 hours
"আমার মুখের ভেতরের গালের নরম অংশে একটা ছোট মাংসপিণ্ডের মতো দেখা যাচ্ছে যা দীর্ঘমেয়াদী কিন্তু স্থিতিশীল। ওটাতে কোনো তীব্র যন্ত্রণা, ব্লিডিং বা ক্ষত তৈরি হয়নি।",Routine,Schedule a regular medical consultation
"ওনার মুখের ভেতরের একটা গভীর ব্লিডিং কোনোভাবেই থামানো যাইতেছে না, অলরেডি দুই বালতি রক্ত পইড়া গেছে আর উনি ব্যথার চোটে চোখ উল্টায়ে ফেলতেছেন।",Emergency,Immediately go to emergency department or call ambulance
"ডাক্তার বাবু, আমার মুখের ভেতরের গালের চামড়ায় কয়েকটা সাদা গোল গোল ঘা হইছে আর সেখান থেকে সারাক্ষণ লালা ঝরতাছে। ইদানীং এই ঘায়ের যন্ত্রণায় আমি কোনো খাবার চিবাইতে পারতেছি না, কথা বলতে গেলে জিব আটকে যাইতেছে আর ঘরের কোনো কাজই শান্তিমতো করতে পারতেছি না, খুব বিপদে আছি।",Urgent,Seek medical care within 24–48 hours
"ওনার মুখের ভেতর কোনো একটা মারাত্মক ওষুধ রিঅ্যাকশন কইরা হঠাৎ কইরা পুরো জিব, ঠোঁট আর মুখ ফুইলা লক হয়া গেছে। উনি এখন আর আমাদের কোনো কথার সাড়াশব্দ করতে পারতেছেন না, এক ফোঁটা বাতাসও ভেতরে টানতে পারতেছেন না আর পুরো শরীর নীল হয়া অবশ হয়া যাইতেছে, ইমিডিয়েটলি অ্যাম্বুলেন্স দরকার!",Emergency,Immediately go to emergency department or call ambulance
"কোনো ওরাল প্যাথলজি বা ডেন্টাল ইনফেকশন ছাড়াই, মুখের লালা গ্রন্থি বা স্যালাইভারি গ্ল্যান্ডের স্বাভাবিক ক্ষরণ প্রক্রিয়া এবং এর পরিপাক ক্ষমতা সম্পর্কিত সাধারণ তথ্যের অনুসন্ধান করা হয়েছে। মুখের সুস্থতা বজায় রাখার জন্য প্রাথমিক স্বাস্থ্য নির্দেশিকাই যথেষ্ট।",General Query,"No immediate action required, informational response sufficient"
"মুখের ভেতরটা খসখসে লাগে আর কেমন জানি ছাল উইঠা আইতাছে, কোনো পেইন নাই।",Routine,Schedule a regular medical consultation
"মুখের ভেতরের আলজিভটা ফুইলা টকটকে লাল হয়া আছে, যন্ত্রণায় থুতুও গিলতে পারতেছি না।",Urgent,Seek medical care within 24–48 hours
"অ্যাক্সিডেন্টে ওনার ওপরের চোয়াল পুরোপুরি ভাইঙা মুখমণ্ডল রক্তে ভেসে যাইতেছে, উনি নিস্তেজ!",Emergency,Immediately go to emergency department or call ambulance
"ভাইয়া, ইদানীং বেশি সুপারি খাইলেই আমার মুখের চামড়াটা কেমন জানি একটু শক্ত আর খসখসে মনে হয়। মুখে কোনো বড় কাটাছেঁড়া বা পুঁজ নাই, জাস্ট একটু খিটখিটে লাগে।",Routine,Schedule a regular medical consultation
"মুখের ভেতর একটা পুরনো ক্ষত অবহেলা করার কারণে এখন মারাত্মক ইনফেকশন হয়া দুর্গন্ধ ছড়াইতেছে। ব্যথার তীব্রতায় আমি মুখ হা করতে পারতেছি না, জান একদম শেষ।",Urgent,Seek medical care within 24–48 hours
"আমার মুখের ভেতরের ওপরের তালুর চামড়া গরম চা খাওয়ার পর থেকে সামান্য একটু ছিলে গিয়ে আলগা হয়ে আছে। কোনো গভীর ঘা বা তীব্র রক্তপাত নেই, জাস্ট খেতে গেলে একটু খসখস করে।",Routine,Schedule a regular medical consultation
বাচ্চাটার মুখের ভেতর খেলার ধারালো প্লাস্টিক ঢুইকা গালের রগ কাইটা ফিনকি দিয়া রক্ত ছুটতাছে! বাচ্চাটা ব্যথার চোটে চিৎকার করতে করতে একদম নেতিয়ে পড়ছে।,Emergency,Immediately go to emergency department or call ambulance
"ডাক্তার সাহেব, আমার মুখের ভেতরের মাড়িগুলো হঠাৎ খুব আলগা হয়া গেছে আর একটু শক্ত কিছু চিবাইতে গেলেই অনবরত কাঁচা রক্ত বের হয়ে আসে। সেই সাথে দাঁতের গোড়াগুলো প্রচণ্ড টনটনানি ব্যথায় দপদপ করে, যার কারণে আমি গত দুই দিন ধরে অফিসে কোনো মনোযোগই দিতে পারতেছি না।",Urgent,Seek medical care within 24–48 hours
"ওনার মুখের ভেতরের একটা গভীর ইনফেকশন বা ফোঁড়া ফেটে হঠাৎ করে রক্ত আর পুঁজ শ্বাসনালীর ভেতর ঢুইকা পুরো এয়ারওয়ে ব্লক হয়া গেছে। উনি এখন আর দম নিতে পারতেছেন না, মুখ পুরোপুরি হা হয়া লক হয়া গেছে আর উনি চোখ উল্টায়ে বিছানায় অচেতন হয়া পইড়া আছেন, দ্রুত লাইফ সাপোর্ট অ্যাম্বুলেন্স দিন!",Emergency,Immediately go to emergency department or call ambulance
"গলার ভেতর টনসিল ফুইলা টকটকে লাল হয়া পুঁজ জমছে, ব্যথায় থুতুও গিলতে পারতেছি না।",Urgent,Seek medical care within 24–48 hours
"গলায় ধারালো কাচ লেগে রগ কাইটা ফিনকি দিয়া রক্ত ছুটতাছে, উনি জ্ঞান হারায়া ফেলছেন!",Emergency,Immediately go to emergency department or call ambulance
"ভাই, আমার গলাটা ইদানীং কেমন জানি সারাক্ষণ শুষ্ক আর খিটখিটে হয়া থাকে। কোনো ঘা বা পেইন নাই, কিন্তু ধুলোবালিতে গেলে একটু খুসখুসে কাশি ওঠে।",Routine,Schedule a regular medical consultation
দুই দিন ধরে গলার ভেতরের রগগুলো ফুইলা কেমন জানি টনটন করতাছে। ব্যথার তীব্রতায় কানের ভেতর দপদপ করে আর অফিসে কথা বলাই মুশকিল হয়া গেছে।,Urgent,Seek medical care within 24–48 hours
"ডাক্তার সাহেব, চার-পাঁচ দিন ধইরা আমার গলার ভেতর প্রচণ্ড কামড়ানো ব্যথা আর কেমন জানি একটা জ্বালাপোড়া ভাব লেগেই আছে। কড়া কোনো ঝাল বা শক্ত খাবার মুখে দিয়া গিলতে গেলেই মনে হয় গলায় সুই ফুটতাছে, যার কারণে ইদানীং আমি দুপুরের ভাত পর্যন্ত ঠিকঠাক খাইতে পারতেছি না, খুব কষ্টে আছি।",Urgent,Seek medical care within 24–48 hours
"এক্সিডেন্টের কারণে ওনার গলার সামনের শ্বাসনালীর হাড় একদম ভাইঙা ডেবে গেছে আর মুখ-গলা দিয়া অনবরত গলগল করে কাঁচা রক্ত বের হইতেছে। অতিরিক্ত রক্ত ক্ষরণের কারণে ওনার শরীর পুরো ঠাণ্ডা হয়া নিস্তেজ হয়া গেছে আর উনি শ্বাস নেওয়ার জন্য ছটফট করতে করতে অচেতন হয়া পড়ছেন, জলদি অ্যাম্বুলেন্স ডাকেন!",Emergency,Immediately go to emergency department or call ambulance
"স্যার, আমি জানতে চাচ্ছিলাম নিয়মিত গলার সুরক্ষায় আর কণ্ঠস্বর পরিষ্কার রাখার জন্য হালকা কুসুম গরম পানির সাথে আদার রস মিশিয়ে খাওয়া কি আসলেই বিজ্ঞানসম্মত? আমার গলায় কোনো রোগ, ইনফেকশন বা ব্যথার সমস্যা নেই, জাস্ট সচেতনতার জন্য তথ্যটা চাচ্ছিলাম।",General Query,"No immediate action required, informational response sufficient"
"সকালে ঘুম থেকে উঠলে বুকটা একটু কফ জইমা ভারী লাগে, তবে কোনো ব্যথা বা শ্বাসকষ্ট নাই।",Routine,Schedule a regular medical consultation
"কয়েকদিন ধরে বুক জ্বালাপোড়া করে আর টক ঢেঁকুর ওঠে, এখন গলার কাছটা পুরো টনটন করতেছে।",Urgent,Seek medical care within 24–48 hours
ওনার বুকে একটা ধারালো লোহার টুকরা ঢুকে প্রচুর রক্তক্ষরণ হইতেছে আর উনি দম না পেয়ে নীল হয়া যাইতেছেন!,Emergency,Immediately go to emergency department or call ambulance
"আপা, দুই দিন ধরে আমার বুকের বাইরের চামড়াটা কেমন জানি একটু এলার্জির মতো লাল হয়া খসখসে হয়া আছে। কোনো তীব্র ব্যথা বা ভেতরগত পেইন নাই।",Routine,Schedule a regular medical consultation
বুকের ভেতরের একটা পুরনো কাশির সমস্যা অবহেলা করার কারণে এখন তীব্র জ্বর আসছে আর কফ বের করার সময় গলার গোড়ায় প্রচণ্ড ব্যথা লাগতাছে।,Urgent,Seek medical care within 24–48 hours
"ওনার বুকে হঠাৎ কড়া একটা পেইন উইঠা কোনোভাবেই কমানো যাইতেছে না, শরীর ঠাণ্ডা হয়া গেছে আর উনি ব্যথার চোটে চোখ উল্টায়ে নিস্তেজ হয়া পড়ছেন।",Emergency,Immediately go to emergency department or call ambulance
"ডাক্তার বাবু, আমার বুকের ঠিক মাঝখানে কয়েকদিন ধরে কেমন জানি একটা মোচড় দেওয়া ব্যথা আর অনবরত একটা অস্বস্তি হইতাছে। ইদানীং এই যন্ত্রণার কারণে আমি কোনো শক্ত খাবার বা পানি পর্যন্ত গিলতে ভয় পাচ্ছি, শুইতে গেলেই বুক ধড়ফড় করে আর ঘরের কোনো কাজই শান্তিমতো করতে পারতেছি না।",Urgent,Seek medical care within 24–48 hours
"কারখানার একটা বিষাক্ত ধোঁয়া বা গ্যাস ভুল করে ওনার ফুসফুসের ভেতর চইলা যাওয়ায় পুরো বুক আর শ্বাসনালী ফুইলা অবরুদ্ধ হয়া গেছে। উনি এখন আর আমাদের কোনো কথার সাড়াশব্দ করতে পারতেছেন না, এক ফোঁটা বাতাসও ভেতরে টানতে পারতেছেন না আর পুরো শরীর অবশ হয়া যাইতেছে।",Emergency,Immediately go to emergency department or call ambulance
"এক সপ্তাহ ধরে বুকের ডান পাশে সামান্য একটু অস্বস্তি লাগে, তবে গভীর কোনো পেইন বা শ্বাসকষ্ট নাই।",Routine,Schedule a regular medical consultation
মারামারির সময় ওনার বুকে জোরে আঘাত লাগার পর থেকে মুখ দিয়ে গলগল করে রক্ত আসতেছে আর উনি নিস্তেজ হয়া পড়ছেন!,Emergency,Immediately go to emergency department or call ambulance
আমার বুকের দুপাশে মাঝে মাঝে সামান্য একটু মাংসপেশীর টান লাগার মতো অনুভূতি হয় যা বিশ্রামে থাকলে পুরোপুরি ঠিক হয়ে যায় অনেকদিন যাবৎ।,Routine,Schedule a regular medical consultation
বাচ্চাটা খেলার সময় মেঝের একটা ছোট খেলনার অংশ গিলে ফেলায় সেটা শ্বাসনালীতে আটকে পুরো দম বন্ধ হয়া আসার উপক্রম হইছে আর বাচ্চাটা নীল হয়া যাইতেছে!,Emergency,Immediately go to emergency department or call ambulance
"ডাক্তার সাহেব, আমার বুকের ভেতরের দিকে হঠাৎ খুব ছিলে যাওয়ার মতো অনুভূতি হইতাছে আর একটু জোরে কফ বা কাশি দিলেই অনবরত কাঁচা রক্ত বের হয়ে আসে। সেই সাথে পাঁজরের গোড়াগুলো প্রচণ্ড টনটনানি ব্যথায় দপদপ করে, যার কারণে আমি গত দুই দিন ধরে অফিসে মনোযোগ দিতে পারতেছি না।",Emergency,Immediately go to emergency department or call ambulance
"ওনার বুকের ভেতরের একটা গভীর ক্ষতের কারণে হঠাৎ করে রক্ত আর পুঁজ শ্বাসনালীর ভেতর ঢুইকা পুরো এয়ারওয়ে ব্লক হয়া গেছে। উনি এখন আর এক ফোঁটা দমও নিতে পারতেছেন না, মুখ পুরোপুরি হা হয়া লক হয়া গেছে আর উনি চোখ উল্টায়ে বিছানায় অচেতন হয়া পইড়া আছেন, দ্রুত লাইফ সাপোর্ট অ্যাম্বুলেন্স দিন!",Emergency,Immediately go to emergency department or call ambulance
"ডাক্তার বাবু, আমার বুক, ফুসফুস বা হার্টে কোনো ধরণের ব্যথা, ঘা, রক্ত পড়া বা শ্বাসকষ্টের সমস্যা নেই, আমি পুরোপুরি সুস্থ আছি। আমি শুধু জানতে চাচ্ছিলাম যে হাই ব্লাড প্রেসার বা বুকের কোনো রোগ এড়াতে প্রতিদিনের খাদ্যতালিকায় কেমন পরিবর্তন আনা প্রয়োজন?",General Query,"No immediate action required, informational response sufficient"
"পেটের ডান পাশে হঠাৎ খুব তীব্র মোচড় দিয়া ব্যথা শুরু হইছে, ব্যথায় সোজা হয়া দাঁড়াইতে পারতেছি না।",Urgent,Seek medical care within 24–48 hours
ওনার পেটে ধারালো কিছুর আঘাত লেগে নাড়িভুঁড়ি বের হয়া অনবরত রক্তক্ষরণ হইতেছে আর উনি অজ্ঞান হয়া পড়ছেন!,Emergency,Immediately go to emergency department or call ambulance
"ভাই, আমার পেটটা ইদানীং কেমন জানি সারাক্ষণ একটু খিটখিটে বা ফাঁপা ফাঁপা লাগে। কোনো তীব্র ব্যথা বা বমি নাই, জাস্ট সকালে টয়লেটে গেলে ক্লিয়ার হইতে চায় না।",Routine,Schedule a regular medical consultation
আমার পেটের চামড়ার ওপর একটা ছোট তিল বা আঁচিলের মতো দেখা যাচ্ছে যা অনেকদিনের কিন্তু পুরোপুরি স্থির। ওটাতে কোনো তীব্র চুলকানি বা রস পড়ার সমস্যা নেই।,Routine,Schedule a regular medical consultation
"ওনার পেটে প্রচণ্ড ব্যথার সাথে অনবরত কালো কাদার মতো রক্ত বমি হইতেছে, শরীর পুরো বরফ হয়া গেছে আর উনি একদম নিস্তেজ হয়া পড়ছেন।",Emergency,Immediately go to emergency department or call ambulance
