Text,Categories,Action Needed
????? ????? ????????? ?????? ??? ???????,Routine,Routine outpatient consultation suggested
"???? ???? ????? ????? ????, ?? ???? ?????? ????",Routine,Schedule a regular medical consultation
"????? ????? ????? ????? ??? ???, ???? ??????? ????",Routine,Regular medical follow-up is advised
????? ???? ???????? ???????? ???? ???????,Routine,Routine outpatient consultation suggested
"????? ??????? ???? ????? ??? ??? ????, ????? ????",Routine,Schedule a regular medical consultation
"????? ?????? ???????? ?????, ???? ???? ????",Routine,Regular medical follow-up is advised
????? ???? ??????? ? ??????? ????????,Routine,Routine outpatient consultation suggested
???? ???? ??????? ????? ????? ?? ???????? ???? ??? ???? ?????!,Emergency,Immediately go to emergency department or call ambulance
???? ??? ????? ??? ????? ?????? ?? ?????? ??? ????? ???? ????,Emergency,Seek immediate emergency medical care or call an ambulance
???? ????? ????????? ??? ????-?????????? ????????? ????????? ????? ???????? ??????,Emergency,Emergency department evaluation is required immediately
"??????? ????, ????? ???? ??????? ??? ?????, ??? ????? ?? ???? ??? ?????",Emergency,Immediately go to emergency department or call ambulance
???????????? ?? ???? ?? ???? ????? ???? ???????? ??? ???? ????? ????? ??????????,Emergency,Seek immediate emergency medical care or call an ambulance
????? ???? ????? ????? ?????? ???? ????? ????? ????? ??? ????? ????????? ????????,Emergency,Emergency department evaluation is required immediately
????? ??? ???? ?????? ????? ???? ??? ???? ??? ???? ?????? ???,Emergency,Immediately go to emergency department or call ambulance
???? ???? ???? ??????? ????? ???? ????? ??? ??? ??? ??? ??? ???????,Emergency,Immediately go to emergency department or call ambulance
"???? ??????? ???? ?????? ??? ????, ???? ???? ??? ?????? ??? ????? ???? ????? ???",Emergency,Seek immediate emergency medical care or call an ambulance
????? ????????????????? ????????? ??? ???????? ????? ????????? ????? ???? ???????,Emergency,Emergency department evaluation is required immediately
"??? ??? ???? ??????, ???? ??????? ?????? ????? ??? ?????? ??? ?????!",Emergency,Immediately go to emergency department or call ambulance
"????????? ???? ???? ???? ????, ?? ????? ???? ????? ?? ??? ??? ??? ???????",Emergency,Seek immediate emergency medical care or call an ambulance
???? ????? ??????????? ????????? ??? ??????? ???????? ??????? ?????,Emergency,Emergency department evaluation is required immediately
????? ???? ?????? ????? ???? ????? ??? ?????? ????? ??? ???????,Emergency,Immediately go to emergency department or call ambulance
????????? ?? ???? ???? ?????? ???? ??? ????? ??? ???? ??????,Emergency,Seek immediate emergency medical care or call an ambulance
????? ?????? ???? ??? ???????? ?????????? ??????????? ????? ??????,Emergency,Emergency department evaluation is required immediately
"??? ??? ???? ?????? ??? ????, ???? ??? ?????? ??? ???? ???????",Emergency,Immediately go to emergency department or call ambulance
??? ??? ???? ??????? ???? ??? ??????? ????? ????? ???,Emergency,Immediately go to emergency department or call ambulance
????? ?????????? ????????? ??? ???? ????? ????? ????? ??????,Emergency,Emergency department evaluation is required immediately
???? ???? ????? ??? ????? ????? ??? ???? ??????,Emergency,Immediately go to emergency department or call ambulance
"??? ??? ???? ??? ?????, ??????? ?????? ?????? ????? ??? ???? ?????? ???",Emergency,Seek immediate emergency medical care or call an ambulance
????? ????????? ??? ???????? ?????????? ???????????? ??? ?????,Emergency,Emergency department evaluation is required immediately
???? ???????? ??? ?? ?????? ?? ????????? ??? ????? ???,Emergency,Immediately go to emergency department or call ambulance
??? ??? ??? ???? ???????????? ???? ???? ??? ????? ????? ??????,Emergency,Seek immediate emergency medical care or call an ambulance
?????? ????? ?????? ??? ?????? ???? ????? ???? ??? ???????,Emergency,Emergency department evaluation is required immediately
??????? ???? ???? ???? ???? ??? ???? ??? ?????? ???????,Emergency,Immediately go to emergency department or call ambulance
??????? ??? ???????? ????????? ????? ??? ???? ?????? ??? ??????,Emergency,Immediately go to emergency department or call ambulance
??????? ??????????? ?????? ??? ???????? ?????????? ???? ???????,Emergency,Emergency department evaluation is required immediately
"??? ???????? ????? ?????? ?? ????? ???? ?????, ???? ???? ??? ???? ??? ????",Urgent,Seek medical care within 24–48 hours
"???? ?????? ??????? ???????? ???? ???????? ??, ???? ????? ????? ?? ????? ???? ??????? ??????",Urgent,Seek medical care within 24–48 hours
"????? ????? ?????, ????? ????, ???? ?? ?????? ??? ??????????? ????? ??????",Urgent,Seek medical care within 24–48 hours
"?????, ???????? ????? ?? ????? ???? ????? ???, ?? ?????? ???? ??????? ??? ???? ???? ???? ?? ??, ???? ???? ??? ???? ????",Urgent,Seek medical care within 24–48 hours
"?????? ????? ?? ???? ???? ????? ??, ?????? ???? ???? ????? ??? ???? ??? ??? ???, ?????? ????? ????????? ??? ?????????? ?????",Urgent,Seek medical care within 24–48 hours
"????? ??????? ??????? ?????, ????? ????, ???? ??????? ?????? ??? ??????? ???????????? ??? ????? ???? ???????",Urgent,Seek medical care within 24–48 hours
"????? ?? ????? ???? ?? ????, ??? ???? ?????? ??????????? ????? ???? ??? ?????? ??? ????? ???? ?????? ??????? ??????",Urgent,Seek medical care within 24–48 hours
"??????? ?????, ???? ??? ??? ????? ?? ????? ???? ?????, ???? ????? ???? ???? ??, ?????? ???? ???? ??? ???, ?????? ????? ???? ???? ???? ????? ?? ?? ??? ???? ????",Urgent,Seek medical care within 24–48 hours
"???????? ????? ?? ????? ?????? ????, ?????? ?????? ??????? ??? ??? ???? ????, ?? ????? ???? ?????????????? ???? ??? ??? ?? ????? ??? ??????? ???????",Urgent,Seek medical care within 24–48 hours
"????? ???????????? ??????????? ???????, ???????? ???? ?????? ??? ??????????? ??? ????????? ????? ?????? ???????, ?? ???? ?????????? ????????? ??? ?????",Urgent,Seek medical care within 24–48 hours
"???? ?????? ???? ??????? ????? ???? ?????, ???? ???? ?????? ????",Routine,Schedule a regular medical consultation
????? ???? ???? ?????? ??? ?? ?????? ???? ????? ???? ????,Routine,Schedule a regular medical consultation
????? ???? ????? ?????????? ????????? ????? ???? ? ??????????? ????? ????? ????? ?????????,Routine,Schedule a regular medical consultation
"?????, ??? ??????? ??? ????? ???? ?????, ?? ?? ???? ????? ???, ???? ??? ???? ??????? ?????",Routine,Schedule a regular medical consultation
"?????? ????? ?? ???? ?????? ????? ???, ???? ????? ?? ????????? ???, ???? ???? ???? ???? ????",Routine,Schedule a regular medical consultation
"????????? ??????? ???? ?????????? ???? ?? ????????? ????? ????? ????? ?????, ??????? ???? ?????????? ??????? ??????",Routine,Schedule a regular medical consultation
"?????????? ???? ?????-???? ???? ??, ??? ???? ????? ??? ??? ???, ???? ?? ?????? ????",Routine,Schedule a regular medical consultation
"??????? ?????, ???-??? ?????? ??? ????? ??????? ???? ????? ???, ??? ???? ?? ???? ??? ????",Routine,Schedule a regular medical consultation
"????? ?? ?????? ?????? ???? ????? ???? ??, ?????? ????????? ?? ???????? ????",Routine,Schedule a regular medical consultation
"????? ??????????? ?????????? ???? ????? ??????? ???, ????? ????? ???? ? ??????????? ?????????",Routine,Schedule a regular medical consultation
???? ????? ??? ???? ????? ???? ????? ?? ?????? ?????????? ?????,Routine,Schedule a regular medical consultation
"?????? ???? ?? ??? ????? ?? ?????? ???? ???? ??? ???, ???? ???? ???? ????",Routine,Schedule a regular medical consultation
????? ????? ???? ???????????? (low-grade fever) ??? ??????? ??????? ???????? ????????? ??????,Routine,Schedule a regular medical consultation
"?????, ???? ????? ??? ????? ?? ??? ??? ? ????? ?????? ???????????? ????????? ?? ?? ???-?? ???????? ????, ?? ???? ????? ???",Routine,Schedule a regular medical consultation
"???????? ????? ?? ???? ??-?? ???? ???? ?????????? ???? ?? ??????? ???? ???? ?????? ???? ?? ?? ???? ????? ???, ????? ???? ???????? ??????",Routine,Schedule a regular medical consultation
????? ???? ????? ????????? ?????? ????? ??????? ????????? ?????? ?????? ??? ???? ??????????? ????? ?????? ???????,Routine,Schedule a regular medical consultation
?????? ??????? ???? ?????? ???? ??? ???? ?? ???-??? ?????????? ???? ???? ????? ????? ?? ????????? ????? ?? ????? ????,Routine,Schedule a regular medical consultation
"??????? ????, ?? ????? ??? ???? ?????? ????????? ?????? ???? ??? ?????, ???????????? ???? ?????? ??? ?????? ?????? ?? ???? ????? ???? ????????? ?? ????? ???, ??? ????? ???? ???? ?? ??????????? ??? ?????? ????",Routine,Schedule a regular medical consultation
"???? ????????? ?? ???? ?????? ???? ???? ??????? ??? ??? ?? ??????? ???? ???? ??? ?????? ???? ?? ????? ?? ?? ?????? ????? ????? ???? ????? ???? ??, ??? ?? ??? ????? ????? ???",Routine,Schedule a regular medical consultation
??????? ?????? ????????? ????????? ?? ???? ????? ???? ???? ???,General Query,"No immediate action required, informational response sufficient"
???????????? ?? ????? ???? ?????? ???? ???? ??? ????,General Query,"No immediate action required, informational response sufficient"
????????? ????? ??? ??????????? ??? ???????????????? ???????? ??????????? ?????? ????? ???????,General Query,"No immediate action required, informational response sufficient"
"???? ??????? ????? ?? ??? ??? ?????, ?????? ???? ???? ?? ???",General Query,"No immediate action required, informational response sufficient"
?????? ???? ???? ?????? ?? ?? ??????? ????? ?????,General Query,"No immediate action required, informational response sufficient"
???? ???? ????? ??????? ?????? ???? ???? ???,General Query,"No immediate action required, informational response sufficient"
???? ???? ??? ??? ?? ???? ????? ???? ???? ??????? ??? ?????,General Query,"No immediate action required, informational response sufficient"
??????? ???? ?? ????? ???? ????? ?????????? ?????,General Query,"No immediate action required, informational response sufficient"
???????? ????? ?? ?????? ????????? ??????? ???? ?????,General Query,"No immediate action required, informational response sufficient"
????? ????????? ????? ????? ???? ??? ???? ???,General Query,"No immediate action required, informational response sufficient"
???? ????? ???? ????? ???? ????? ?? ???? ?????????? ?????,Routine,Schedule a regular medical consultation
?????? ???? ?? ??? ?? ???? ???? ??????,Routine,Schedule a regular medical consultation
???? ???? ?? ???????? ????? ?????,Routine,Schedule a regular medical consultation
??? ??? ??? ??–??? ?????? ???? ????,Routine,Schedule a regular medical consultation
???????? ????? ?? ????? ???? ??????,Routine,Schedule a regular medical consultation
?????? ???? ???? ??? ?????,Routine,Schedule a regular medical consultation
???? ????? ?? ?? ?????????? ?????,Routine,Schedule a regular medical consultation
????? ???? ? ????? ???? ????,Routine,Schedule a regular medical consultation
"???? ????, ???? ????? ? ???????? ????",Routine,Schedule a regular medical consultation
???? ??? ???? ?????? ??? ???? ?????? ????,Routine,Schedule a regular medical consultation
??? ??? ??? ??? ?????? ???? ?? ???? ????? ??????,Urgent,Seek medical care within 24–48 hours
??????? ???? ???? ?? ??? ??????,Urgent,Seek medical care within 24–48 hours
???? ???? ? ????? ???????? ????,Urgent,Seek medical care within 24–48 hours
??????? ? ??? ??? ?????? ???? ???? ???,Urgent,Seek medical care within 24–48 hours
?????? ???? ?????? ???? ???????,Urgent,Seek medical care within 24–48 hours
?????? ??? ???? ???? ?? ??????,Urgent,Seek medical care within 24–48 hours
????? ???? ? ???? ????? ??????,Urgent,Seek medical care within 24–48 hours
??? ?????? ??????? ???? ?????,Urgent,Seek medical care within 24–48 hours
????? ???? ? ???? ???? ?????,Urgent,Seek medical care within 24–48 hours
?????? ???? ??????? ????? ??????,Urgent,Seek medical care within 24–48 hours
?????? ???? ??????? ???? ?????!,Emergency,Immediately go to emergency department or call ambulance
??? ?????? ???? ?? ?????? ??? ????!,Emergency,Immediately go to emergency department or call ambulance
????? ???? ? ????? ???? ????? ??!,Emergency,Immediately go to emergency department or call ambulance
?????? ???? ??? ????? ????!,Emergency,Immediately go to emergency department or call ambulance
?????? ???? ????? ??? ??? ????!,Emergency,Immediately go to emergency department or call ambulance
?????? ???? ???? ????? ?????!,Emergency,Immediately go to emergency department or call ambulance
??????? ?????? ???? ??? ????? ????!,Emergency,Immediately go to emergency department or call ambulance
?????? ???? ???? ??? ???? ?????!,Emergency,Immediately go to emergency department or call ambulance
???? ???? ? ????? ??????!,Emergency,Immediately go to emergency department or call ambulance
?????? ???? ?? ??????? ???!,Emergency,Immediately go to emergency department or call ambulance
"???? ??????? ???????????? ?? ???? ????? ?????, ???? ???? ???? ????? ???",Urgent,Seek medical care within 24–48 hours
"??? ???? ??? ??? ?? ????????? ???? ??? ????? ??, ?????????? ???? ???? ???? ?????",Urgent,Seek medical care within 24–48 hours
???? ????? ???????????? ??? ??????????? ???? ?????? ????? ???????? ???? ??????? ?????? ??????,Urgent,Seek medical care within 24–48 hours
??????? ??? ???? ???????? ?????????????? ?????? ????? ??? ????? ?????? ??????? ??? ??? ??????,Urgent,Seek medical care within 24–48 hours
????? ???? ???? ???? ??? ????????? ?? ??????? ????? ?? ??????,Urgent,Seek medical care within 24–48 hours
????? ??????????? ????? ???????? ??? ???????????? ?????????????? ????????? ????? ????????? ???????? ????????????? ???????????? ?????? ?????,Urgent,Seek medical care within 24–48 hours
????? ?????? ???????? ???? ???? ?? ?????????????? ????? ?????? ??? ??????? ???? ???????,Urgent,Seek medical care within 24–48 hours
?????? ???????????? ??? ???? ????? ?????? ??????? ????? ?? ???????? ??????????? ??? ???????? ?????? ??????,Urgent,Seek medical care within 24–48 hours
??? ???? ??????? ????? ?? ?? ????? ???? ???? ????? ?????? ??????? ????????? ??? ???? ????? ???,Urgent,Seek medical care within 24–48 hours
???? ???? ????? ???? ???? ????? ????? ??? ?????,General Query,No immediate action required
????????? ??????? ??????? ?? ??? ???? ???? ???? ????,General Query,No immediate action required
???? ?????? ?? ????? ????????? ???? ????? ????????? ???????? ?? ???,General Query,No immediate action required
????? ???????? ??? ????? ???????? ??????? ??? ?????? ????? ???? ????? ???? ?????? ????,General Query,No immediate action required
???? ??????? ?? ???????? ????? ?? ?????? ?????? ????? ??? ????,General Query,No immediate action required
??????? ???? ????????? ???? ???? ??? ??? ????? ????? ??? ???? ???? ?????????,General Query,No immediate action required
???????? ?? ???????? ??????? ??? ???? ???? ????????? ??????? ???? ?????,General Query,No immediate action required
?????? ??????? ??????? ???? ????? ?? ?? ????????? ???? ????? ???? ??? ?????? ???? ????? ????? ???? ???? ??????,General Query,No immediate action required
?????? ???????? ?? ?????? ???????? ??????? ??? ?? ?????? ???? ?????? ???? ????????,General Query,No immediate action required
????????????? ?????????? ??????????? ??? ?????? ???? ????????? ?? ?????? ???????? ?????? ???? ???,General Query,No immediate action required
"???? ???? ????? ??? ???? ???? ???? ??????, ???? ????? ????",Routine,Schedule a regular medical consultation
?????? ???? ???? ?????? ???? ???? ???? ?????? ??? ????,Routine,Schedule a regular medical consultation
"??????? ??????? ?? ???? ?????? ?????? ???????? ????? ????????? ?????, ???? ????? ???? ????",Routine,Schedule a regular medical consultation
?????? ????? ???? ???? ?????? ???? ????? ????? ???????? ????? ???? ????? ????? ?? ???? ???? ????,Routine,Schedule a regular medical consultation
??? ?????? ??????? ????? ??? ???? ?? ???? ????? ????? ??????? ???? ????,Routine,Schedule a regular medical consultation
???? ?????????? ??????? ?????????? ???? ????? ???? ???????????? ?? ????? ???????? ??????????? ???? ?????,Routine,Schedule a regular medical consultation
????? ????? ???? ???? ??????? ????? ????? ?????? ???? ??????? ????? ????,Routine,Schedule a regular medical consultation
?????? ????? ??? ?????? ??? ?????? ????? ??? ?????? ???? ????? ????? ????????? ???,Routine,Schedule a regular medical consultation
"?????? ?????? ???? ???? ???? ?????? ???? ?????, ???? ?? ???? ????",Routine,Schedule a regular medical consultation
"????? ????? ???? ???? ??? ????????? ??????? ?????? ?????, ???? ????? ??????? ????",Routine,Schedule a regular medical consultation
????? ??????? ????? ????? ??? ???? ?????? ????? ???,Urgent,Seek medical care within 24–48 hours
???? ???? ??? ??? ???? ?? ??? ???? ???? ??? ??????,Urgent,Seek medical care within 24–48 hours
?????? ????? ??????? ??? ??????????? ??????? ???? ???? ???????,Urgent,Seek medical care within 24–48 hours
?????? ???? ???? ?? ???? ???????????? ???? ???? ??? ???? ??? ?????? ?????? ???,Urgent,Seek medical care within 24–48 hours
?????? ????? ?????? ??? ? ????? ????? ???? ???? ??? ????? ???? ???,Urgent,Seek medical care within 24–48 hours
????? ??????? ??????????? ????? ??????? ?????? ???????????? ?????? ??????,Urgent,Seek medical care within 24–48 hours
????? ???? ??? ???? ???? ????? ???? ???? ?? ?????? ???????? ???? ??? ??????? ????? ??????,Urgent,Seek medical care within 24–48 hours
??? ????? ????? ????? ????? ????? ??????? ????? ???? ????? ??? ??? ???? ?????,Urgent,Seek medical care within 24–48 hours
????? ????? ??? ?????? ?? ?????? ????? ??????? ??? ????????????? ???? ? ???? ??? ??????,Urgent,Seek medical care within 24–48 hours
?????? ????? ??????? ???????? ???? ??? ?????? ??????????? ????? ??? ???? ???? ???????,Urgent,Seek medical care within 24–48 hours
?????????????? ?????? ???? ???? ???? ????? ??????? ????????? ??????,Emergency,Immediately go to emergency department or call ambulance
???? ???? ???? ???? ??????? ??? ???? ???? ??? ???? ?????? ??? ?????,Emergency,Immediately go to emergency department or call ambulance
?????? ??????? ?????? ??????? ??? ?????????? ??? ????????? ???? ????? ????? ??????,Emergency,Immediately go to emergency department or call ambulance
"???? ???? ???? ????? ????? ??? ???? ??? ?????? ????????? ?????, ????? ???? ???? ??????",Emergency,Immediately go to emergency department or call ambulance
???? ????? ?? ????? ????????? ????? ??? ???? ????? ??????? ??? ???????,Emergency,Immediately go to emergency department or call ambulance
??????? ??????????? ?? ????? ?????????? ????? ??????? ????? ????? ??????,Emergency,Immediately go to emergency department or call ambulance
??????? ??? ? ??? ???????????? ???? ???? ????? ???? ?????? ??????,Emergency,Immediately go to emergency department or call ambulance
???? ???? ???? ??? ???? ???? ??? ?????? ????????? ? ????????? ??????,Emergency,Immediately go to emergency department or call ambulance
??? ? ???? ??????? ????? ??? ????????? ???? ??? ???? ??? ??? ???????,Emergency,Immediately go to emergency department or call ambulance
?????? ?????????? ?????? ????? ????????? ???????? ???? ??? ?????? ????? ???? ??????,Emergency,Immediately go to emergency department or call ambulance
????? ??????????? ??? ???? ?????? ?????? ????? ???? ???,General Query,No immediate action required  informational response sufficient
???? ????????? ???? ???? ?????? ???? ?????? ???,General Query,No immediate action required  informational response sufficient
???????????? ???????? ???? ????? ????????? ???????? ?? ???,General Query,No immediate action required  informational response sufficient
????? ???????? ?????? ???? ??? ???????? ??? ?? ????? ???? ??? ????,General Query,No immediate action required  informational response sufficient
??? ???????? ???? ??????? ??????? ???? ?? ????? ?????? ????? ???,General Query,No immediate action required  informational response sufficient
????? ?????? ????????? ??????????? ?????????????????? ??? ?????? ????????? ?????? ???,General Query,No immediate action required  informational response sufficient
????? ???? ???? ??????? ???? ?? ?????????? ??? ???? ?????,General Query,No immediate action required  informational response sufficient
??? ????? ????? ?????? ???? ????? ????? ???? ??????? ??? ???? ????????????,General Query,No immediate action required  informational response sufficient
????? ????? ??? ???? ???? ???? ????? ?? ???? ???? ???? ???? ??? ?????? ???????? ??? ?????,General Query,No immediate action required  informational response sufficient
????? ??? ? ????????? ?????-???????? ????????? ???????? ?????? ????????? ?????????? ???,General Query,No immediate action required  informational response sufficient
???? ????? ?????? ??? ????? ??? ???? ?? ????? ???????,Routine,Schedule a regular medical consultation
"?????????? ???? ???????? ???? ????? ?? ?? ????? ??????, ???? ????? ????",Routine,Schedule a regular medical consultation
????? ???????? ???? ??????? ??? ????? ??????????? ??????????? ???????? ????? ?????????,Routine,Schedule a regular medical consultation
"????? ?????? ???? ???? ????? ??? ????, ???? ????? ????? ?? ???? ??? ????",Routine,Schedule a regular medical consultation
??? ???? ???? ????? ???? ???? ???? ?????? ???????? ?? ??? ??? ????,Routine,Schedule a regular medical consultation
"????? ???????? ???? ????? ??????????? ?? ??????? ???, ??? ???? ??????????? ??????",Routine,Schedule a regular medical consultation
"????? ?????? ??? ???????? ??? ?????, ??????? ??????? ???? ?????? ???? ????",Routine,Schedule a regular medical consultation
????? ????? ??? ?????? ??? ?????? ???? ?? ????? ????? ????? ??? ????,Routine,Schedule a regular medical consultation
????? ??? ??????? ????? ????? ???? ???? ????? ???? ???? ?????? ????? ???? ?? ???,Routine,Schedule a regular medical consultation
?????? ????? ?????? ?? ??????????? ????? ??? ???? ????? ?????? ????? ?????,Routine,Schedule a regular medical consultation
???? ???? ??????? ????? ????? ?? ?????? ???? ??? ???? ?????? ?????,Urgent,Seek medical care within 24–48 hours
????? ?????? ???? ???? ??? ??? ??? ?? ????????????? ???? ???? ??? ??????,Urgent,Seek medical care within 24–48 hours
????? ?????? ??????? ????? ??????? (Acute Sinusitis) ??? ??????????? ????? ????? ?????? ???????? ?????????,Urgent,Seek medical care within 24–48 hours
???? ????? ????? ???? ????????? ?? ???? ???? ???? ??? ???? ??? ????? ????????? ??? ???? ??? ???? ????? ?? ?? ???? ??? ???? ?? ???? ??????,Urgent,Seek medical care within 24–48 hours
????? ????? ?????? ???? ????? ?????? ?? ???? ???? ??? ???? ???? ???? ????? ?? ??????? ???? ?? ??? ???? ?????? ??? ??? ?????? ??? ??????,Urgent,Seek medical care within 24–48 hours
"????? ????? ????????????? ????? ????? ????????? ??????????? ??? ???????? ??????????? ???????????? ?????? ?????, ?? ????? ??????? ?? ??????????? ???? ??????? ????",Urgent,Seek medical care within 24–48 hours
?????? ?? ???? ????? ?????? ????? ???? ???? ????? ????? ???? ???? ?? ???????? ???? ??? ??????? ??????? ????? ???? ??????,Urgent,Seek medical care within 24–48 hours
"????? ??? ???? ???? ??? ????? ????? ????? ?? ????? ??????? ????? ???? ????? ?? ??? ?? ????? ?????? ??????? ?????? ???? ???? ????? ????? ?? ??? ???? ????, ?????? ????? ??? ????? ??? ???? ?????",Urgent,Seek medical care within 24–48 hours
???? ????? ????? ???? ????? ???? ?? ?? ?????? ???? ?? ???? ?? ?????? ???????? ??????? ??? ????? ??? ????? ???? ????????????? ???? ?? ???? ???????? ??? ?????? ???????? ??? ??? ?? ???? ????? ???,Urgent,Seek medical care within 24–48 hours
????? ???? ? ????? ????????? ?????????? ????? ???????????? ??????? ?? ???? ???? ????? ????? ?????? ???????????? ??????????? ?????? ?? ????? ?????????? ??? ?????????? ??????? ????? ??–?? ?????? ????? ??????? ????????,Urgent,Seek medical care within 24–48 hours
"?????????????? ???? ????? ??? ???? ????? ???? ???? ????????, ?? ???? ????? ??!",Emergency,Immediately go to emergency department or call ambulance
???? ???? ???? ???? ???? ????? ???? ???????? ??? ???? ?? ??? ?????? ??? ???????,Emergency,Immediately go to emergency department or call ambulance
?????? ??????? ?????? ??? ????? ????? ??? ?????????? ??? ????????? ??????? ????? ???? ????? ??????,Emergency,Immediately go to emergency department or call ambulance
????????? ??? ???? ??????? ???? ???? ?????? ??? ???????? ???? ????? ????? ??? ???? ???? ??? ???? ???????? ??? ??? ????? ????????? ????? ?????,Emergency,Immediately go to emergency department or call ambulance
"???? ??? ???? ?????? ????????? ?????, ??????? ???? ??? ?????? ?????? ?? ??? ??? ????? ??????? ??? ????????",Emergency,Immediately go to emergency department or call ambulance
"????? ?????????????? ??? ???????????? ???? ????? ????? ??????? ????????????? ????? ??????, ?? ??????? ?????????",Emergency,Immediately go to emergency department or call ambulance
"????????? ????? ???? ????? ??? ?? ?? ???? ???? ???? ????? ???? ??? ???? ?????? ?????, ?? ???? ???? ?? ??? ??? ??????!",Emergency,Immediately go to emergency department or call ambulance
???? ???? ??? ????? ????? ?????? ???? ??? ????? ??? ???? ???????? ???? ??? ?????? ??? ?????? ?????? ?????? ????????? ????? ??? ????? ????????? ??????,Emergency,Immediately go to emergency department or call ambulance
"???? ????? ??????? ??????? ????? ???? ???? ????? ????????? ???? ??? ????? ??? ????? ??? ?????, ????? ????????????? ?????!",Emergency,Immediately go to emergency department or call ambulance
?????? ????????????????? ?????? ??? ???????????? ????? ??????? ?? ??? ????????? ???????? ??????? ????? ????? ?????? ???????? ????? ????? ??? ????????? ????????,Emergency,Immediately go to emergency department or call ambulance
??? ???????? ???? ?????? ?????? ??? ???? ????? ???? ???,General Query,"No immediate action required, informational response sufficient"
????????? ???? ?? ?????? ??? ????? ???? ???? ??? ????????,General Query,"No immediate action required, informational response sufficient"
????? ????? ?? ??????????? ?????????? ???????? ????? ??? ??? ???? ???????????,General Query,"No immediate action required, informational response sufficient"
?????? ????? ??? ???? ???? ???? ???? ???? ??? ????? ????????? ??????? ??? ????? ???? ???? ???? ??? ????,General Query,"No immediate action required, informational response sufficient"
?????? ???? ???????? ??? ????? ?? ????? ???? ????? ??? ?? ????? ???? ???? ???? ???? ????? ????,General Query,"No immediate action required, informational response sufficient"
"????? ?????????? ??? ?? ?????????? ????????? ??????????? ??? ??? ?????????????? ?????? ???????? ??, ?? ????? ????????? ???? ????????",General Query,"No immediate action required, informational response sufficient"
???? ?? ???? ????? ???? ????? ???? ???? ????? ???? ????? ???? ????? ????? ????? ???? ??????? ?????,General Query,"No immediate action required, informational response sufficient"
"????? ???? ????? ?????, ?? ???? ?? ???????? ?????? ???, ??? ???????? ????? ???? ??? ???? ????? ????????? ????? ?????? ???????? ???? ???? ????????? ???? ????? ?? ?? ????? ?????",General Query,"No immediate action required, informational response sufficient"
"??? ?????? ???? ?????????? ?? ?? ???, ??? ????? ????? ??? ???? ???? ????? ??? ???? ???? ??? ?? ?????? ???? ???? ???? ????, ?? ??? ??? ???? ???? ????? ??????? ??? ????? ?? ???",General Query,"No immediate action required, informational response sufficient"
???? ?????? ???????? ?? ????? ??????? ?????? ????? ????? ??? ??? ????? ????????? ???????? ?????? ???? ????????? ??? ??????,General Query,"No immediate action required, informational response sufficient"
???? ????? ?????? ??? ????? ??? ???? ?? ????? ???????,Routine,Schedule a regular medical consultation
"????? ???? ???? ???? ???? ??? ??? ???? ??? ???, ???? ????? ????",Routine,Schedule a regular medical consultation
?????????? ?????? ???????? ???? ??????? ??? ????? ???????? ???? ???????? ????? ?????????,Routine,Schedule a regular medical consultation
"???? ???? ?? ???? ????? ?????? ???? ???? ???? ???? ???? ??? ????? ???? ????? ????? ?? ???? ??? ???, ??? ??? ????? ???? ???? ?????",Routine,Schedule a regular medical consultation
"?????? ???? ??? ???? ??? ???? ??????? ???? ??????? ??? ????, ?????? ???????? ?? ???? ??????? ??? ??? ????",Routine,Schedule a regular medical consultation
"????? ?????? ???? ????? ??????? ?? ???? ????? ?????, ??? ??????????? ???? ??????? ?? ??????? ????? ???? ????? ??????",Routine,Schedule a regular medical consultation
"????? ???? ?????? ???? ??? ???????? ??? ?????, ??? ???? ??????? ???????? ???? ?????? ???? ???? ?? ????? ???????? ????",Routine,Schedule a regular medical consultation
????? ???? ??? ??????? ??? ??????? ??? ?????? ??? ?????? ???? ?? ????? ????? ???? ??? ??? ???? ????? ????????? ???????? ??? ?????? ????? ???,Routine,Schedule a regular medical consultation
"????? ?????? ???????? ?? ??????, ??? ????? ???????? ?????? ????? ???? ??????? ??? ???? ????? ???? ?? ???? ????",Routine,Schedule a regular medical consultation
?????????? ???????? ????? ?????????? ???????? ??????? ??????? ??? ????????? ?? ??????????? ?????? ????? ????? ???? ????? ????????? ????? ????,Routine,Schedule a regular medical consultation
???? ???? ??????? ????? ????? ?? ?????? ???? ??? ???? ?????? ?????,Urgent,Seek medical care within 24–48 hours
????? ?????? ???? ???? ??? ??? ??? ?? ????????????? ???? ???? ??? ??????,Urgent,Seek medical care within 24–48 hours
????? ????? ????????? ???? ????? ??????? ??? ??????????? ????? ????? ?????? ???????? ?????????,Urgent,Seek medical care within 24–48 hours
??? ????? ???? ???? ??? ?? ????? ?? ??? ??? ???? ?????? ????????? ???? ??? ???? ????? ?? ?? ???? ?????????,Urgent,Seek medical care within 24–48 hours
????? ????? ?????? ????? ?? ????? ????? ???? ??? ???? ???? ????? ????? ???? ?? ??? ??? ??? ?????? ??? ??????,Urgent,Seek medical care within 24–48 hours
????? ????? ???????????? ????? ??????????? ??? ???????? ??????????? ???????????? ?????? ??????,Urgent,Seek medical care within 24–48 hours
??? ??? ????????? ?? ????? ?????? ????? ???? ???? ????? ????? ???? ???? ?? ??????? ????? ???? ??????,Urgent,Seek medical care within 24–48 hours
